SNP.id	Chr	Pos	NonCoded.Allele	Coded.Allele	Beta	Se	Chi2	Log10BF	Coded.Af	Qual	ESampleSize	NGenes	Fmiss	Pval
null1_245	1	246	d	D	0.0163668	0.0143058	1.30889	-0.511078	0.617	1	945.244	2	0	0.252595
null1_246	1	247	d	D	-0.0124123	0.0176222	0.49612	-0.596896	0.8205	1	589.119	2	0	0.48121
null1_247	1	248	D	d	-0.0383034	0.0286509	1.7873	-0.152966	0.05975	1	224.72	1	0	0.181255
null1_248	1	249	D	d	-0.00310132	0.0182377	0.0289171	-0.68017	0.16075	1	539.638	1	0	0.86497
null1_249	1	250	d	D	0.0223597	0.0139622	2.56464	-0.255111	0.5825	1	972.775	1	0	0.109277
null1_250	1	251	d	D	0.0158377	0.0136256	1.35104	-0.522074	0.563	1	984.124	1	0	0.245096
null1_251	1	252	D	d	0.0424735	0.0249866	2.88948	0.0222373	0.08125	1	298.594	1	0	0.0891597
null1_252	1	253	D	d	-0.00527704	0.0152653	0.1195	-0.735475	0.29825	1	837.188	1	0	0.729577
null1_253	1	254	d	D	-0.056361	0.0231088	5.94841	0.616672	0.90475	1	344.71	1	0	0.0147305
null1_254	1	255	D	d	-0.0144539	0.0217185	0.442909	-0.523536	0.11575	1	409.408	1	0	0.505722
null1_255	1	256	D	d	0.0129586	0.0135453	0.915244	-0.616956	0.42375	1	976.744	1	0	0.338727
null1_256	1	257	d	D	-0.00833015	0.0142022	0.344028	-0.718296	0.62075	1	941.678	1	0	0.557514
null1_257	1	258	d	D	0.0124851	0.0306145	0.166316	-0.445214	0.9455	1	206.119	1	0	0.683407
null1_258	1	259	d	D	0.00668043	0.0189266	0.124585	-0.644938	0.8395	1	538.959	1	0	0.724114
null1_259	1	260	D	d	0.00542634	0.0142715	0.144568	-0.758482	0.361	1	922.716	1	0	0.703781
null1_260	1	261	D	d	-0.0219324	0.0146151	2.25201	-0.303125	0.33825	1	895.348	1	0	0.133441
null1_261	1	262	d	D	-0.0332141	0.0151067	4.83395	0.253821	0.71925	1	807.718	1	0	0.0279046
null1_262	1	263	d	D	-0.00744522	0.0136488	0.297555	-0.744838	0.5555	1	987.679	1	0	0.585419
null1_263	1	264	D	d	-0.00959435	0.0226815	0.178931	-0.560053	0.0995	1	358.399	1	0	0.672293
null1_264	1	265	D	d	-0.0190584	0.0205096	0.863489	-0.45985	0.1255	1	438.999	1	0	0.352764
null1_265	1	266	d	D	-0.018485	0.0141758	1.70037	-0.431956	0.63125	1	931.094	1	0	0.19224
null1_266	1	267	D	d	-0.00313377	0.0140019	0.0500915	-0.786544	0.406	1	964.656	1	0	0.822904
null1_267	1	268	d	D	-0.0721586	0.0263044	7.52523	0.958043	0.9295	1	262.119	2	0	0.00608409
null1_268	1	269	D	d	-0.0146814	0.0145553	1.01741	-0.565642	0.354	1	914.736	2	0	0.313133
null1_269	1	270	d	D	-0.0112129	0.0529713	0.0448076	-0.275569	0.98375	1	63.9437	2	0	0.832358
null1_270	1	271	D	d	-0.0187463	0.0203411	0.849345	-0.466004	0.1335	1	462.711	2	0	0.356738
null1_271	1	272	d	D	-0.0035791	0.0183268	0.0381396	-0.676227	0.83	1	564.4	2	0	0.845163
null1_272	1	273	d	D	-0.0102912	0.0142571	0.521036	-0.679208	0.6145	1	947.559	2	0	0.4704
null1_273	1	274	d	D	0.0157262	0.0160168	0.964043	-0.537795	0.7315	1	785.631	2	0	0.32617
null1_274	1	275	D	d	0.0135576	0.0237776	0.325109	-0.511603	0.0895	1	325.959	2	0	0.568553
null1_275	1	276	d	D	0.00249066	0.0152882	0.0265408	-0.75445	0.725	1	797.5	2	0	0.870586
null1_276	1	277	D	d	-0.00890294	0.0163498	0.296512	-0.669572	0.23425	1	717.508	2	0	0.586078
null1_277	1	278	D	d	0.0301064	0.0187806	2.56981	-0.14061	0.163	1	545.724	2	0	0.108921
null1_278	1	279	d	D	0.00609417	0.0164046	0.138006	-0.701457	0.77875	1	689.194	1	0	0.710271
null1_279	1	280	D	d	-0.00689918	0.0165101	0.17462	-0.691099	0.22375	1	694.744	1	0	0.676038
null1_280	1	281	D	d	0.0222844	0.0236097	0.890882	-0.399905	0.0945	1	342.279	1	0	0.345238
null1_281	1	282	d	D	0.0739266	0.0376876	3.84774	0.30348	0.96625	1	130.444	1	0	0.0498132
null1_282	1	283	d	D	0.00865625	0.0138239	0.392101	-0.719429	0.5725	1	978.975	1	0	0.531197
null1_283	1	284	d	D	0.0163766	0.0261325	0.392723	-0.461196	0.9265	1	272.391	1	0	0.530872
null1_284	1	285	d	D	-0.00150884	0.0137402	0.0120587	-0.802591	0.5865	1	970.071	1	0	0.912558
null1_285	1	286	D	d	0.0234727	0.0136096	2.97465	-0.178368	0.42825	1	979.408	1	0	0.0845783
null1_286	1	287	D	d	0.0452392	0.0277645	2.6549	0.00767967	0.066	1	246.576	1	0	0.103231
null1_287	1	288	D	d	0.0165215	0.0167857	0.96876	-0.517804	0.205	1	651.9	1	0	0.32499
null1_288	1	289	d	D	0.0315789	0.0444428	0.504885	-0.253753	0.975	1	97.5	1	0	0.477361
null1_289	1	290	D	d	0.0204627	0.0264212	0.599818	-0.415778	0.0735	1	272.391	1	0	0.438647
null1_290	1	291	d	D	0.0724485	0.0351216	4.2551	0.368374	0.961	1	149.916	1	0	0.0391325
null1_291	1	292	d	D	0.0138768	0.0183294	0.573164	-0.564816	0.83625	1	547.744	1	0	0.449004
null1_292	1	293	d	D	0.014024	0.0241831	0.336297	-0.502682	0.9155	1	309.439	1	0	0.561975
null1_293	1	294	d	D	0.0246976	0.0138147	3.19614	-0.125595	0.57675	1	976.438	1	0	0.0738124
null1_294	1	295	d	D	0.0175736	0.013626	1.66336	-0.455836	0.54325	1	992.518	1	0	0.197151
null1_295	1	296	d	D	-0.0198107	0.01417	1.95461	-0.378324	0.6205	1	941.919	1	0	0.162091
null1_296	1	297	d	D	0.00666329	0.0166701	0.159772	-0.690197	0.7865	1	671.671	1	0	0.689367
null1_297	1	298	D	d	0.0343969	0.0210865	2.6609	-0.0803432	0.1175	1	414.775	1	0	0.102842
null1_298	1	299	D	d	0.00496519	0.0140064	0.125667	-0.770391	0.42725	1	978.83	1	0	0.722968
null1_299	1	300	d	D	0.0025999	0.0147266	0.031168	-0.769243	0.65475	1	904.21	1	0	0.859866
null1_300	1	301	D	d	-0.00768019	0.0140995	0.296714	-0.731363	0.35125	1	911.494	1	0	0.58595
null1_301	1	302	d	D	0.0515464	0.0439727	1.37414	-0.106826	0.975	1	97.5	1	0	0.241102
null1_302	1	303	d	D	-0.0125158	0.0190083	0.433543	-0.579067	0.8385	1	541.671	1	0	0.510256
null1_303	1	304	d	D	-0.0259075	0.016202	2.55692	-0.198746	0.7655	1	718.039	1	0	0.109812
null1_304	1	305	d	D	-0.0220413	0.0139439	2.49864	-0.269602	0.58725	1	969.55	1	0	0.113945
null1_305	1	306	D	d	-0.0146779	0.0179998	0.664954	-0.553053	0.1785	1	586.551	1	0	0.414816
null1_306	1	307	d	D	-0.0144712	0.0169055	0.732741	-0.564356	0.7845	1	676.239	1	0	0.391996
null1_307	1	308	D	d	0.0405633	0.0141253	8.2465	0.949645	0.407	1	965.404	2	0	0.00408307
null1_308	1	309	d	D	-0.00194882	0.0144572	0.018171	-0.779783	0.64275	1	918.49	2	0	0.89277
null1_309	1	310	D	d	0.00250725	0.015339	0.0267176	-0.753017	0.267	1	782.844	2	0	0.87016
null1_310	1	311	d	D	0.017542	0.0199732	0.771374	-0.48929	0.86275	1	473.65	2	0	0.379792
null1_311	1	312	d	D	0.0207368	0.0151238	1.88002	-0.368042	0.705	1	831.9	2	0	0.170332
null1_312	1	313	D	d	1.31088e-17	0.0144787	-9.08585e-13	-0.782998	0.344	1	902.656	2	0	1
null1_313	1	314	d	D	0.0127972	0.0137222	0.869714	-0.621233	0.50925	1	999.658	2	0	0.351034
null1_314	1	315	d	D	0.0391056	0.0158165	6.11301	0.538638	0.75175	1	746.488	2	0	0.013419
null1_315	1	316	d	D	-0.0241421	0.0137298	3.09188	-0.150081	0.606	1	955.056	2	0	0.0786837
null1_316	1	317	D	d	0.00892259	0.0140349	0.404168	-0.710523	0.3955	1	956.319	2	0	0.524945
null1_317	1	318	d	D	-0.00537122	0.0191461	0.0787023	-0.649702	0.84875	1	513.494	2	0	0.779064
null1_318	1	319	D	d	0.0118464	0.0150988	0.615586	-0.635396	0.26925	1	787.018	1	0	0.432692
null1_319	1	320	d	D	-0.0193845	0.0141126	1.88665	-0.394336	0.62325	1	939.238	1	0	0.169581
null1_320	1	321	d	D	-0.0181567	0.0157377	1.33105	-0.467735	0.72575	1	796.148	1	0	0.248619
null1_321	1	322	D	d	0.00353456	0.0137672	0.0659147	-0.790336	0.4585	1	993.111	1	0	0.797381
null1_322	1	323	d	D	0.0231064	0.0134325	2.95904	-0.186836	0.554	1	988.336	1	0	0.0853986
null1_323	1	324	D	d	0.0428083	0.0138812	9.51049	1.21055	0.4545	1	991.719	1	0	0.00204301
null1_324	1	325	D	d	0.0358417	0.0269556	1.76798	-0.176795	0.06975	1	259.54	1	0	0.183632
null1_325	1	326	d	D	-0.00647145	0.0152097	0.181036	-0.724027	0.70425	1	833.128	1	0	0.670485
null1_326	1	327	D	d	0.0108355	0.0156987	0.476398	-0.648601	0.25875	1	767.194	1	0	0.490058
null1_327	1	328	D	d	-0.0096626	0.0140005	0.476325	-0.696263	0.38725	1	949.15	1	0	0.490092
null1_328	1	329	d	D	0.0286982	0.0205437	1.95143	-0.235378	0.88025	1	421.64	1	0	0.162433
null1_329	1	330	d	D	-0.00653246	0.0156586	0.17404	-0.713324	0.732	1	784.704	1	0	0.676546
dis1_0	1	331	D	d	-0.0501811	0.0271558	3.41473	0.151229	0.06975	1	259.54	1	0	0.0646169
dis1_1	1	332	D	d	-0.119956	0.0328303	13.3505	2.07665	0.04475	1	170.99	1	0	0.000258352
dis1_2	1	333	d	D	-0.02803	0.102574	0.0746748	-0.110186	0.9955	1	17.919	0	0	0.784648
dis1_3	1	334	D	d	-0.0479147	0.0140567	11.619	1.65884	0.39125	1	952.694	1	0	0.000652809
dis1_4	1	335	d	D	-0.0910898	0.0244074	13.9282	2.22764	0.9155	1	309.439	1	0	0.000189925
null2_0	1	336	D	d	-0.0128124	0.0214	0.358453	-0.546727	0.11025	1	392.38	1	0	0.549367
null2_1	1	337	D	d	0.0073576	0.0138002	0.28425	-0.743019	0.48575	1	999.188	1	0	0.593929
null2_2	1	338	d	D	-0.00245291	0.0191912	0.0163365	-0.661659	0.85025	1	509.3	1	0	0.898296
null2_3	1	339	D	d	-0.0295284	0.0136906	4.65196	0.179123	0.4705	1	996.519	1	0	0.0310181
null2_4	1	340	d	D	0.0134812	0.0140841	0.916227	-0.600605	0.61025	1	951.38	1	0	0.338468
null2_5	1	341	d	D	-0.0112987	0.0177229	0.406428	-0.613285	0.81575	1	601.208	2	0	0.523788
null2_6	1	342	D	d	-0.0164272	0.0138768	1.40137	-0.503932	0.499	1	999.996	2	0	0.236494
null2_7	1	343	D	d	0.00427168	0.0200215	0.04552	-0.638149	0.135	1	467.1	2	0	0.831051
null2_8	1	344	D	d	0.00703462	0.041957	0.0281108	-0.355734	0.02825	1	109.808	2	0	0.866849
null2_9	1	345	d	D	0.00222043	0.0144351	0.0236611	-0.779268	0.653	1	906.364	2	0	0.87775
null2_10	1	346	D	d	0.0037948	0.0217903	0.0303285	-0.606598	0.1155	1	408.639	2	0	0.861747
null2_11	1	347	D	d	-0.00705896	0.0210143	0.112837	-0.604469	0.126	1	440.496	2	0	0.736937
null2_12	1	348	D	d	-0.00289632	0.0140595	0.0424378	-0.786429	0.41975	1	974.24	2	0	0.836787
null2_13	1	349	D	d	-0.00685948	0.0138097	0.246725	-0.750687	0.45975	1	993.52	2	0	0.619391
null2_14	1	350	D	d	0.0169203	0.0135631	1.55632	-0.480422	0.47375	1	997.244	2	0	0.212205
null2_15	1	351	d	D	-0.00238619	0.0159974	0.0222491	-0.736299	0.75875	1	732.194	2	0	0.881426
null2_16	1	352	d	D	0.00304306	0.0159323	0.0364809	-0.735017	0.75875	1	732.194	1	0	0.848526
null2_17	1	353	D	d	0.0213098	0.0230879	0.851904	-0.416318	0.0975	1	351.975	1	0	0.356014
null2_18	1	354	D	d	0.0274506	0.0175275	2.45281	-0.190638	0.18125	1	593.594	1	0	0.117315
null2_19	1	355	d	D	0.011337	0.0168418	0.45313	-0.624469	0.7925	1	657.775	1	0	0.500852
null2_20	1	356	D	d	-0.0386074	0.0401186	0.92608	-0.210796	0.0305	1	118.279	1	0	0.335884
null2_21	1	357	d	D	0.0196136	0.018719	1.09787	-0.447331	0.8385	1	541.671	1	0	0.294734
null2_22	1	358	d	D	-0.00249688	0.0153073	0.0266071	-0.753912	0.725	1	797.5	2	0	0.870426
null2_23	1	359	D	d	-0.0220332	0.0185572	1.40971	-0.385962	0.161	1	540.316	2	0	0.235104
null2_24	1	360	D	d	0.0115522	0.0140372	0.677281	-0.652596	0.465	1	995.1	2	0	0.410525
null2_25	1	361	d	D	-0.0154776	0.0137974	1.25838	-0.536582	0.53825	1	994.148	2	0	0.261958
null2_26	1	362	d	D	-0.00171146	0.0135482	0.0159578	-0.807725	0.50775	1	999.76	2	0	0.899475
null2_27	1	363	d	D	0.00775788	0.0197041	0.155014	-0.622088	0.85525	1	495.19	2	0	0.693789
null2_28	1	364	d	D	0.0109982	0.0302881	0.131855	-0.455958	0.94475	1	208.79	2	0	0.716517
null2_29	1	365	d	D	0.0186506	0.0160972	1.3424	-0.456273	0.7545	1	740.919	2	0	0.246611
null2_30	1	366	D	d	0.0188151	0.0237664	0.62674	-0.450799	0.09275	1	336.59	2	0	0.428554
null2_31	1	367	d	D	0.00858605	0.0327764	0.0686221	-0.438173	0.9535	1	177.351	2	0	0.793354
null2_32	1	368	d	D	-0.0582949	0.0410069	2.02091	-0.00999145	0.9715	1	110.751	2	0	0.155146
null2_33	1	369	D	d	-0.00861377	0.0149317	0.332788	-0.699715	0.28925	1	822.338	1	0	0.564022
null2_34	1	370	d	D	0.0246336	0.0140156	3.08909	-0.142623	0.6265	1	935.991	1	0	0.0788188
null2_35	1	371	d	D	-0.00287604	0.0140102	0.0421406	-0.787977	0.60175	1	958.588	1	0	0.837352
null2_36	1	372	D	d	0.0120299	0.0140094	0.737369	-0.64069	0.4025	1	961.975	1	0	0.390505
null2_37	1	373	d	D	-0.0260931	0.013712	3.62118	-0.0384962	0.514	1	999.216	1	0	0.0570485
null2_38	1	374	d	D	-0.0164081	0.0136568	1.44352	-0.50153	0.5745	1	977.799	1	0	0.229571
null2_39	1	375	D	d	-0.00388523	0.0220484	0.0310512	-0.601653	0.1095	1	390.039	1	0	0.860126
null2_40	1	376	d	D	0.0354065	0.0202069	3.0702	-0.0110638	0.86675	1	461.978	1	0	0.0797395
null2_41	1	377	D	d	-0.016129	0.0317639	0.25784	-0.41377	0.05	1	190	1	0	0.611608
null2_42	1	378	D	d	0.0250609	0.0162689	2.37287	-0.235776	0.22325	1	693.638	1	0	0.12346
null2_43	1	379	d	D	-0.0134732	0.0138115	0.951605	-0.601186	0.59325	1	965.218	1	0	0.329311
null2_44	1	380	d	D	-0.014518	0.0165039	0.773819	-0.565541	0.78	1	686.4	1	0	0.379038
null2_45	1	381	D	d	0.0170887	0.0138325	1.52623	-0.478781	0.40725	1	965.59	1	0	0.216679
null2_46	1	382	d	D	0.0164345	0.0143353	1.31431	-0.50909	0.631	1	931.356	1	0	0.251615
null2_47	1	383	D	d	-0.0250803	0.0137104	3.34629	-0.0967532	0.47	1	996.4	1	0	0.0673569
null2_48	1	384	D	d	0.00410267	0.0148323	0.0765096	-0.756646	0.3035	1	845.551	1	0	0.782084
null2_49	1	385	d	D	0.250376	0.25025	1.001	-0.00130397	0.99925	1	2.99775	0	0	0.317068
null2_50	1	386	D	d	-0.00147636	0.0332923	0.00196651	-0.444934	0.04425	1	169.168	1	0	0.964629
null2_51	1	387	D	d	0.0663319	0.0325168	4.16129	0.337868	0.04725	1	180.07	1	0	0.0413579
null2_52	1	388	D	d	0.0251494	0.0137985	3.32191	-0.0994227	0.39225	1	953.56	2	0	0.0683622
null2_53	1	389	d	D	-0.0236992	0.0148113	2.56023	-0.23281	0.68525	1	862.73	2	0	0.109583
null2_54	1	390	d	D	-0.0124684	0.0132868	0.880606	-0.632311	0.50625	1	999.844	2	0	0.348036
null2_55	1	391	D	d	0.00746715	0.0156112	0.22879	-0.70306	0.27225	1	792.52	2	0	0.632423
null2_56	1	392	d	D	0.00098833	0.0136197	0.00526584	-0.807762	0.532	1	995.904	2	0	0.942151
null2_57	1	393	D	d	0.0221783	0.0140703	2.48457	-0.269004	0.379	1	941.436	2	0	0.114968
null2_58	1	394	d	D	0.00300804	0.0158403	0.036061	-0.737534	0.75075	1	748.498	2	0	0.84939
null2_59	1	395	D	d	0.0049972	0.0148551	0.113163	-0.748257	0.31075	1	856.738	2	0	0.736571
null2_60	1	396	D	d	-0.00609001	0.0144154	0.178478	-0.747084	0.3645	1	926.559	2	0	0.672685
null2_61	1	397	d	D	-0.0194428	0.0145381	1.78855	-0.403141	0.66725	1	888.11	2	0	0.181104
null2_62	1	398	d	D	-0.000734419	0.0135569	0.00293474	-0.810218	0.52175	1	998.108	2	0	0.956797
null2_63	1	399	D	d	-0.0172182	0.0169443	1.03259	-0.500647	0.20725	1	657.19	1	0	0.309551
null2_64	1	400	D	d	0.005251	0.0140391	0.139896	-0.766392	0.415	1	971.1	1	0	0.708384
null2_65	1	401	d	D	-0.00857395	0.0194578	0.194167	-0.619142	0.85625	1	492.344	1	0	0.659471
null2_66	1	402	D	d	-0.000452581	0.018433	0.000602838	-0.681638	0.17125	1	567.694	1	0	0.980412
null2_67	1	403	D	d	0.010996	0.0908582	0.0146468	-0.138934	0.00575	1	22.8678	0	0	0.903672
null2_68	1	404	d	D	-0.0232545	0.014582	2.54318	-0.242524	0.6825	1	866.775	1	0	0.110771
null2_69	1	405	d	D	0.00492742	0.014751	0.111583	-0.751549	0.67975	1	870.76	1	0	0.738349
null2_70	1	406	D	d	0.014081	0.0137359	1.05088	-0.582408	0.437	1	984.124	1	0	0.305304
null2_71	1	407	d	D	-0.0132818	0.0242169	0.300798	-0.509292	0.91125	1	323.494	1	0	0.583383
null2_72	1	408	d	D	-0.00676774	0.0163521	0.171293	-0.695804	0.77275	1	702.43	1	0	0.678966
null2_73	1	409	D	d	-0.0205092	0.0184919	1.23008	-0.424672	0.16825	1	559.768	1	0	0.267392
null2_74	1	410	d	D	-0.0104612	0.0140103	0.557529	-0.678763	0.569	1	980.956	1	0	0.455258
null2_75	1	411	d	D	-0.0140664	0.0151484	0.86225	-0.582007	0.7075	1	827.775	1	0	0.35311
null2_76	1	412	d	D	0.00278648	0.0323415	0.0074232	-0.454895	0.9545	1	173.719	2	0	0.931341
null2_77	1	413	d	D	-0.125502	0.153451	0.668899	-0.0249463	0.998	1	7.984	0	0	0.413436
null2_78	1	414	d	D	0.000994756	0.0136639	0.00530007	-0.806382	0.529	1	996.636	2	0	0.941964
null2_79	1	415	D	d	0.00610874	0.0169297	0.130198	-0.689962	0.22	1	686.4	2	0	0.718227
null2_80	1	416	D	d	-0.0107009	0.0224065	0.228084	-0.554941	0.105	1	375.9	2	0	0.632948
null2_81	1	417	D	d	-0.0176569	0.0140604	1.57702	-0.461377	0.43075	1	980.818	2	0	0.209191
null2_82	1	418	d	D	0.00864382	0.0157973	0.299398	-0.683256	0.7515	1	746.991	2	0	0.58426
null2_83	1	419	d	D	-0.0082431	0.0262217	0.0988232	-0.518428	0.92925	1	262.978	2	0	0.753246
null2_84	1	420	d	D	-0.00169518	0.0145639	0.013548	-0.777654	0.6685	1	886.431	2	0	0.907339
null2_85	1	421	D	d	-0.0181198	0.0141381	1.64257	-0.445265	0.385	1	947.1	2	0	0.199973
null2_86	1	422	d	D	-0.00551751	0.0156092	0.124946	-0.724985	0.72325	1	800.638	2	0	0.723731
null2_87	1	423	D	d	0.0225362	0.0149119	2.28399	-0.288434	0.308	1	852.544	1	0	0.130715
null2_88	1	424	d	D	-0.00950643	0.0140785	0.455956	-0.698255	0.597	1	962.364	1	0	0.49952
null2_89	1	425	d	D	-0.00719108	0.0244914	0.0862104	-0.548064	0.91625	1	306.944	1	0	0.769051
null2_90	1	426	D	d	-0.10101	0.0973348	1.07694	-0.0232532	0.005	1	19.9	0	0	0.299382
null2_91	1	427	D	d	0.00602274	0.0194108	0.0962721	-0.640402	0.144	1	493.056	1	0	0.75635
null2_92	1	428	d	D	-0.00486836	0.0138691	0.123216	-0.775066	0.54375	1	992.344	1	0	0.725572
null2_93	1	429	D	d	-0.00394036	0.0157007	0.0629847	-0.735583	0.259	1	767.676	1	0	0.801839
null2_94	1	430	D	d	-0.032387	0.0289466	1.25183	-0.25432	0.05825	1	219.428	1	0	0.263204
null2_95	1	431	D	d	0.0302447	0.0185358	2.66242	-0.126204	0.1675	1	557.775	1	0	0.102745
null2_96	1	432	D	d	-0.00913242	0.0195155	0.218983	-0.612792	0.1375	1	474.375	1	0	0.639816
null2_97	1	433	d	D	0.0243991	0.0180777	1.82164	-0.31042	0.826	1	574.896	1	0	0.177119
null2_98	1	434	D	d	-0.00949485	0.0136946	0.480707	-0.704578	0.3885	1	950.271	1	0	0.488102
null2_99	1	435	d	D	0.00933374	0.014148	0.435234	-0.700585	0.62725	1	935.23	1	0	0.509432
null2_100	1	436	d	D	-0.00120118	0.0150149	0.00639993	-0.7663	0.706	1	830.256	1	0	0.936238
null2_101	1	437	D	d	0.0224014	0.0289939	0.596952	-0.381763	0.06	1	225.6	1	0	0.439743
null2_102	1	438	D	d	-0.00838302	0.0142472	0.346212	-0.716508	0.36375	1	925.744	1	0	0.556265
null2_103	1	439	d	D	0.013782	0.0139688	0.973428	-0.591882	0.58775	1	969.2	1	0	0.323827
null2_104	1	440	d	D	-0.0156491	0.0197862	0.625532	-0.523152	0.8565	1	491.631	1	0	0.428999
null2_105	1	441	d	D	0.0030925	0.0139094	0.0494318	-0.789486	0.567	1	982.044	1	0	0.824055
null2_106	1	442	D	d	0.00736384	0.0151764	0.235435	-0.713467	0.299	1	838.396	1	0	0.627523
null2_107	1	443	d	D	0.0220598	0.0138684	2.5302	-0.265075	0.5585	1	986.311	1	0	0.111686
null2_108	1	444	D	d	-0.0091464	0.0159461	0.328995	-0.673128	0.25075	1	751.498	1	0	0.566251
null2_109	1	445	d	D	-0.0398028	0.0160253	6.169	0.554776	0.776	1	695.296	1	0	0.0130008
null2_110	1	446	d	D	-0.00208245	0.0139794	0.0221908	-0.793137	0.607	1	954.204	1	0	0.881581
null2_111	1	447	d	D	0.0235743	0.0147723	2.54672	-0.236695	0.69875	1	841.994	1	0	0.110524
null2_112	1	448	d	D	0.0206849	0.0293687	0.496064	-0.396731	0.9425	1	216.775	1	0	0.481235
null2_113	1	449	d	D	0.0344309	0.0245061	1.97401	-0.167927	0.91725	1	303.61	1	0	0.160023
null2_114	1	450	d	D	0.00893551	0.0138429	0.41666	-0.713646	0.57225	1	979.12	2	0	0.518608
null2_115	1	451	d	D	-0.0130223	0.0145756	0.79822	-0.611404	0.6785	1	872.551	2	0	0.371626
null2_116	1	452	D	d	-0.00755757	0.0137514	0.302046	-0.740736	0.4735	1	997.191	2	0	0.582602
null2_117	1	453	D	d	-0.0184624	0.0134104	1.89537	-0.413101	0.42725	1	978.83	2	0	0.168597
null2_118	1	454	d	D	-0.0207498	0.0140347	2.18585	-0.333229	0.57175	1	979.408	2	0	0.139284
null2_119	1	455	D	d	-0.0273203	0.0150006	3.31704	-0.0683071	0.29075	1	824.858	2	0	0.0685652
null2_120	1	456	d	D	-0.0214455	0.015731	1.85848	-0.35696	0.74425	1	761.368	2	0	0.172801
null2_121	1	457	D	d	0.0068614	0.0135627	0.255936	-0.756333	0.465	1	995.1	2	0	0.612926
null2_122	1	458	d	D	-0.00805481	0.0162138	0.246798	-0.683484	0.77275	1	702.43	2	0	0.619339
null2_123	1	459	D	d	-0.00342624	0.0160381	0.0456386	-0.730315	0.2435	1	736.831	2	0	0.830834
null2_124	1	460	d	D	0.250752	0.177042	2.00602	0.0375293	0.9985	1	5.991	0	0	0.156675
null2_125	1	461	d	D	-0.00426279	0.0141425	0.0908528	-0.773687	0.634	1	928.176	1	0	0.763096
null2_126	1	462	d	D	0.00889401	0.0151726	0.343617	-0.690749	0.72075	1	805.078	1	0	0.557749
null2_127	1	463	D	d	0.014081	0.0137359	1.05088	-0.582408	0.437	1	984.124	1	0	0.305304
null2_128	1	464	D	d	0.0261956	0.015668	2.7953	-0.161516	0.258	1	765.744	1	0	0.0945408
null2_129	1	465	D	d	-0.0164631	0.0193494	0.723916	-0.511724	0.14225	1	488.06	1	0	0.394862
null2_130	1	466	D	d	-0.0132765	0.0161929	0.672229	-0.594646	0.2425	1	734.775	1	0	0.412275
null2_131	1	467	D	d	0.0111487	0.0159239	0.490173	-0.639808	0.25075	1	751.498	1	0	0.48385
null2_132	1	468	d	D	-0.0283234	0.0144959	3.81769	0.0243102	0.68625	1	861.244	1	0	0.0507141
null2_133	1	469	d	D	0.0136681	0.0152682	0.801383	-0.591605	0.701	1	838.396	1	0	0.37068
null2_134	1	470	D	d	-0.0911392	0.0871687	1.09318	-0.0311405	0.00625	1	24.8438	0	0	0.295769
null2_135	1	471	D	d	-0.0445991	0.0234073	3.63035	0.151308	0.09425	1	341.468	1	0	0.056735
null2_136	1	472	D	d	0.00369751	0.0136034	0.073879	-0.793707	0.46325	1	994.598	1	0	0.78577
null2_137	1	473	d	D	0.018499	0.0147252	1.57825	-0.442421	0.694	1	849.456	1	0	0.209013
null2_138	1	474	D	d	-0.00565362	0.0153554	0.13556	-0.729621	0.2525	1	754.975	1	0	0.712735
null2_139	1	475	D	d	-0.0243096	0.0178854	1.84739	-0.30917	0.18125	1	593.594	1	0	0.174087
null2_140	1	476	D	d	-0.00684183	0.0238893	0.0820232	-0.558876	0.08525	1	311.93	1	0	0.774574
null2_141	1	477	d	D	-0.0221219	0.0274712	0.648472	-0.391552	0.9335	1	248.311	1	0	0.42066
null2_142	1	478	d	D	-0.0230554	0.0193911	1.41365	-0.368108	0.8495	1	511.399	1	0	0.234451
null2_143	1	479	d	D	0.0010474	0.0161899	0.00418542	-0.735077	0.77725	1	692.53	1	0	0.948417
null2_144	1	480	D	d	0.00810811	0.0225218	0.129608	-0.57294	0.1	1	360	1	0	0.718838
null2_145	1	481	D	d	0.0156407	0.0153207	1.04221	-0.539436	0.2745	1	796.599	1	0	0.307307
null2_146	1	482	D	d	0.00209256	0.0149808	0.0195112	-0.764488	0.28825	1	820.648	2	0	0.888911
null2_147	1	483	D	d	-0.019921	0.0136656	2.12503	-0.356792	0.498	1	999.984	2	0	0.14491
null2_148	1	484	D	d	-0.000666668	0.0158193	0.00177601	-0.745307	0.2495	1	748.999	2	0	0.966385
null2_149	1	485	D	d	0.00405619	0.0208571	0.0378206	-0.622951	0.12225	1	429.22	2	0	0.845804
null2_150	1	486	D	d	-0.000698216	0.0228951	0.000930024	-0.592472	0.10425	1	373.528	2	0	0.975671
null2_151	1	487	D	d	-0.0213527	0.0172231	1.53704	-0.38863	0.1955	1	629.119	2	0	0.215059
null2_152	1	488	D	d	0.0554693	0.0416366	1.77482	-0.0500368	0.027	1	105.084	2	0	0.182787
null2_153	1	489	d	D	-0.00190124	0.0154237	0.0151948	-0.75313	0.7305	1	787.479	2	0	0.901895
null2_154	1	490	d	D	-0.00608514	0.0137961	0.194549	-0.762167	0.557	1	987.004	2	0	0.659157
null2_155	1	491	d	D	0.00739997	0.0281713	0.0689997	-0.496192	0.93625	1	238.744	2	0	0.792799
